"","score","text"
"389",-2,"RT @noconversion: More missionaries are coming now @BJP4India  can not blame this on Congress ..BJP has gone Soft on real Hindu issues @sam…"
"390",0,"RT @BJP4India: “Puducherry CM Narayanasamy will become a specimen for the Congress party after June 2018”, quips PM @narendramodi. Can you…"
"391",0,"RT @VaradSharma: Do the same thing for Jammu and Kashmir, @BJP4India. And let us know how much was utilized and for what. That would be gre…"
"392",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"393",-1,"RT @NewsX: In my opinion, it’s a murder: BJP MP Subramanian Swamy on Sridevi’s demise
#SrideviDeathMystery #Sridevi @Swamy39 @BJP4India @sw…"
"394",0,"@fgautier26 @INCIndia @BJP4India Unfortunately the gains of 'hard fought wars' frittered away at the negotiating table.
EVERY TIME!"
"395",-2,"RT @noconversion: More missionaries are coming now @BJP4India  can not blame this on Congress ..BJP has gone Soft on real Hindu issues @sam…"
"396",1,"Corruption Bhagao CGL bachao
We need transparent system.
We want
1. Re-Examination
2. Vendor Change
3. No more Pape… https://t.co/RDOXPhC81u"
"397",0,"RT @BJP4India: We are on a de-regulation and de-licensing drive. Validity period of industrial licenses has been increased from three years…"
"398",1,"RT @BJP4India: Today our woman power has shown inner fortitude and self-confidence, has made herself self-reliant. Not only has she advance…"
"399",-1,"@Kuldeep76670945 @cmohry @kuldeep76670945  that is petty for a DL u need to ask CM sahib now pl have a look in last… https://t.co/rpcETsiQGI"
"400",-1,"It's becoming major scam @BJP4India government responsible for this and @narendramodi @AmitShah should be responsib… https://t.co/GuNVCzNwkO"
"401",0,"@BJP4India Heart warming video <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"402",-3,"RT @BJP4India: The insensitive attitude of the Siddaramaiah government towards families of the farmers who committed suicide is deplorable…"
"403",-1,"@KushwahLalitesh @narendramodi @AmitShah @AmitShahOffice @BJP4India Prashant kishor can be a bug planning of congre… https://t.co/7CBKSL1cBW"
"404",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"405",0,"@TamilTheHindu Good job. If indian prime minister @narendramodi spending people's tax for his foreign visits. How h… https://t.co/s4CMBajbTC"
"406",0,"Current situation of India
@BJP4India https://t.co/qnndbtn28b"
"407",-3,"RT @BahadurHariom: @sppanchariya @rajnathsingh @SushmaSwaraj @BJP4India @trushna25143434 @omomgurujiom
A false allegation ruins INNOCENT ma…"
"408",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"409",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"410",0,"RT @BJP4India: The Centre's share in the Finance Commission for Karnataka under UPA govt was Rs 88,500 crore, which has been increased to R…"
"411",0,"@narendramodi_in @arunjaitley @BJP4India @AmitShah @myogiadityanath @Dev_Fadnavis @capt_amarinder @ChouhanShivraj… https://t.co/kl2OFQON1v"
"412",0,"@PratishYOGA @Dev_Fadnavis @BJPPune @BJP4India @TawdeVinod @abpmajhatv @narendramodi Thanks for your tweet. Taking… https://t.co/IQAKdSzwup"
"413",0,"RT @SMedia4: How long can @BJP4India survive in SM warfare with only lion hearted supporters, if media and IT cells are same washed out fac…"
"414",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"415",0,"@NaghoOoOoma @NoufMarwaai @BJP4India @narendramodi @mannukoshy Thanks <U+2764><U+FE0F> :)"
"416",0,"RT @BJP4India: We are on a de-regulation and de-licensing drive. Validity period of industrial licenses has been increased from three years…"
"417",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"418",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"419",-3,"RT @BJP4India: Siddaramaiah Govt in Karnataka has miserably failed on all fronts &amp; have become synonymous with corruption and misgovernance…"
"420",0,"RT @siddaramaiah: PM @narendramodi loves to talk of corruption in administrations of the past &amp; of states not ruled by  @BJP4India 

Sir, i…"
"421",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"422",0,"@BJP4India #Parliamentaryboardmeeting scheduled to take place on 3rd March at Party Headquarters in #Delhi"
"423",1,"#vote4BJP
vote support BJP fight against #CORRUPTION #TimeForAction #TimeForChange 
#INDIANBANK report
..PMOPG/E/20… https://t.co/ntkCqJ0ZfD"
"424",-2,"RT @polysmind: Hey @BJP4India @AmitShah
<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Thnx for this Satire n a laughter day
#PNBScam #Rotomac blah blah https://t.co/W2dAdPqCrl"
"425",0,"@AmitShah @BJP4India @BJP4Karnataka @BSYBJP Your son's business growing 16000 times is not CORRUPTION."
"426",-1,"@siddarthsahu1 @KoradaRavi3 @kathimahesh @ysjagan @ncbn @INCIndia @JaiTDP @BJP4India @JanaSenaParty I don't blame a… https://t.co/X9a0xxxKek"
"427",0,"RT @amritabhinder: Here is the first Arab #PadmaShri @NoufMarwaai in my car and is now a @BJP4India fan :)<U+2764><U+FE0F>

Already she’s PM @narendramod…"
"428",0,"RT @iPurohitHarshal: @MuslimGhazi @soumya365 @ParasKGhelani @prettypadmaja @narendramodi @narendramodi_in @PMOIndia @BJP4India @AmitShah @A…"
"429",-2,"RT @polysmind: Hey @BJP4India @AmitShah
<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Thnx for this Satire n a laughter day
#PNBScam #Rotomac blah blah https://t.co/W2dAdPqCrl"
"430",-1,"RT @abpnewstv: #Bollywood-underworld links could be behind #Sridevi's death: @BJP4India leader @Swamy39
https://t.co/4GLwWy5zNy"
"431",0,"RT @BJP4India: BJP National President Shri @AmitShah is addressing a press conference in Gulbarga, Karnataka. https://t.co/qKmAP3U6eU"
"432",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"433",-1,"RT @CNNnews18: .@BJP4India neta mows down 9 children in Bihar; 24 hours on, ‘killer’ neta still on the run. 'Sushasan Babu' @nitishkumar's…"
"434",0,"RT @siddaramaiah: PM @narendramodi loves to talk of corruption in administrations of the past &amp; of states not ruled by  @BJP4India 

Sir, i…"
"435",0,"RT @soumya365: @MuslimGhazi @ParasKGhelani @prettypadmaja @narendramodi @narendramodi_in @PMOIndia @BJP4India @AmitShah @AmitShahOffice @ma…"
"436",2,"RT @BJP4India: I admire the spirit of entrepreneurship of the Korean people. I admire the way in which they have created and sustained thei…"
"437",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"438",0,"RT @DaharwalK: Entire foundation of @BJP4India r based on Spreading Lies &amp; Fooling people with Fake Propaganda &amp; Jumlas. https://t.co/webjw…"
"439",2,"RT @BJP4India: I admire the spirit of entrepreneurship of the Korean people. I admire the way in which they have created and sustained thei…"
"440",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"441",1,"RT @BJP4India: I would like to personally invite to India those who are not yet present here. There are very few countries in the world whe…"
"442",0,"RT @SMedia4: How long can @BJP4India survive in SM warfare with only lion hearted supporters, if media and IT cells are same washed out fac…"
"443",1,"@ManojTiwariMP @BJP4Delhi @BJP4India @narendramodi @AmitShah @RSSorg @vhporg U r my perfect leader"
"444",0,"RT @BJP4India: Shri @AmitShah interacts with leaders of OBC community in Gulbarga, Karnataka. #ShahInKalyanaKarnataka https://t.co/lVfU8n0A…"
"445",1,"RT @BJP4India: If you see around the globe, there are very few countries where you have three important factors of economy together. They a…"
"446",1,"RT @BJP4India: The NDA Government is giving special priority to the Northeast. We are making efforts to furthering prosperity in the Northe…"
"447",0,"@DRMJaipur @drmkota @RailMinIndia @PiyushGoyal @manojsinhabjp @BJP4India @PiyushGoyalOffc @PMOIndia @srdstejp1 Dear… https://t.co/fbc08DcX8x"
"448",0,"@sagarikaghose @indophilia @Inc @BJP4India He's suspended for 6 years. Will you ask Congress to do the same please?"
"449",0,"RT @BJP4India: We are on a de-regulation and de-licensing drive. Validity period of industrial licenses has been increased from three years…"
"450",0,"Sharing the video of @BJP4India President Sh @AmitShah Ji's interaction with OBC community in Gulbarga in Karnataka… https://t.co/5Hf4P8srMH"
"451",-1,"<U+092D><U+093E><U+0930><U+0924> behind ""<U+0936><U+094D><U+0930><U+0940>-<U+0926><U+0947><U+0935><U+0940>""<U+0964> School kids killed by @BJP4India have no values to be mentioned in the condolences by the… https://t.co/6oLx6Sjk8q"
"452",0,"RT @BJP4India: Shri @AmitShah interacts with leaders of OBC community in Gulbarga, Karnataka. #ShahInKalyanaKarnataka https://t.co/lVfU8n0A…"
"453",0,"RT @IndiaToday: The @BJP4India may have all the ten Rajya Sabha seats from the state in its bag next month thus creating another first unde…"
"454",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"455",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"456",1,"@SUOAnkitTiwari @BJP4India @AmitShah Hahaahaha..they are not allowed to protect their life from patharbajs..and you… https://t.co/2rRkgmjJQb"
"457",0,"RT @pankajgangwarr: #sscscam
#SSCCGLSCAM
#ssc Scam
@ANI @chetan_bhagat
@PMOIndia
@INCIndia @BJP4India
@ArvindKejriwal
@DelhiPolice

Peacefu…"
"458",2,"@RenukaJain6 @narendramodi Very good suggestions! I hope @BJP4India @PMOIndia take proper views!"
"459",0,"@BJP4India Youll only do go social media marketing, but in reality you dont care about them. #BjpLies"
"460",-1,"RT @chetansinhpawar: @ANI This is sign of lost of @BJP4India"
"461",0,"RT @MuralikrishnaE1: Befitting reply from @BJP4India  president Shri @AmitShah !! https://t.co/F479OPMQDf"
"462",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"463",0,"Who is the main parter with neerav modi #BJP OR #CONGRESS ? No one rising voice against this?  Or both having share… https://t.co/fdKR748Ask"
"464",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"465",0,"@BJP4India @narendramodi Our population is also 2nd largest in the world. Soon we will be no.1 in population and hu… https://t.co/8fFPfBrTk6"
"466",0,"@AshramHyderabad @AsaramBapuJi @MVenkaiahNaidu @RishiPrasadOrg @LokKalyanSetu @AshramBlr @AshramGzb… https://t.co/fyFYSAboE1"
"467",0,"@BSYBJP @narendramodi @BJP4Karnataka @BJP4India Mission govt"
"468",0,"@NBirenSingh @PMOIndia @BJP4India @BJP4Manipur @rammadhavbjp @RajatSethi86 Great going Sir @NBirenSingh <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> ..... may… https://t.co/PIiFMOLFg5"
"469",-1,"RT @CNNnews18: .@BJP4India neta mows down 9 children in Bihar; 24 hours on, ‘killer’ neta still on the run. 'Sushasan Babu' @nitishkumar's…"
"470",1,"@BJP4India good"
"471",0,"RT @siddaramaiah: PM @narendramodi loves to talk of corruption in administrations of the past &amp; of states not ruled by  @BJP4India 

Sir, i…"
"472",0,"RT @MuralikrishnaE1: Befitting reply from @BJP4India  president Shri @AmitShah !! https://t.co/F479OPMQDf"
"473",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"474",0,"RT @ImranNDar: The fact that the bureaucracy is being run according to region and religion, whims and fancies of @BJP4India ministers in J&amp;…"
"475",0,"RT @BJP4India: BJP National President Shri @AmitShah is addressing a press conference in Gulbarga, Karnataka. https://t.co/qKmAP3U6eU"
"476",0,"@Saichandkoduru @KoradaRavi3 @kathimahesh @ysjagan @ncbn @INCIndia @JaiTDP @BJP4India @JanaSenaParty There are vide… https://t.co/f1z9ZP31DD"
"477",0,"RT @BJP4India: From Princess to Poetry and from Buddha to Bollywood; India &amp; Korea have so much in common : PM @narendramodi - Watch at htt…"
"478",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"479",1,"RT @Gabbar_Eye: That moment when after 4 years, 40 promises, 400 Jumlas &amp; 4000 press releases @BJP4India quotes that #Kherkidaulatoll was H…"
"480",0,"@VeerPatilRaikod @BJP4India @BSYBJP @BJP4Karnataka @poonam_mahajan @narendramodi @ShobhaBJP @AnanthKumar_BJP Thank you brother... <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>"
"481",0,"RT @soumya365: @MuslimGhazi @ParasKGhelani @prettypadmaja @narendramodi @narendramodi_in @PMOIndia @BJP4India @AmitShah @AmitShahOffice @ma…"
"482",0,"The fact that the bureaucracy is being run according to region and religion, whims and fancies of @BJP4India minist… https://t.co/pqgwUyBdEN"
"483",0,"RT @iPurohitHarshal: @MuslimGhazi @soumya365 @ParasKGhelani @prettypadmaja @narendramodi @narendramodi_in @PMOIndia @BJP4India @AmitShah @A…"
"484",0,"RT @samkere: Amit Shah to BJP party workers in Karnataka :

'Ask people to just see Modi's Photo and Vote for BJP'

Now the @BJP4India Pres…"
"485",-1,"@ThinkersPad @BJP4India I don’t think however much bjp tries in Maharashtra to UPROOT Shivsena, ( despite moron Udd… https://t.co/zWj4uOEV9F"
"486",-1,"@prateikdhatrak @Dev_Fadnavis @BJPPune @BJP4India @TawdeVinod @abpmajhatv @narendramodi 
Tweeted this issue many ti… https://t.co/lvZM5LjWub"
"487",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"488",0,"@AmitShah @BJP4India @BJP4Karnataka @BSYBJP Sir but u r nt giving importance to student u r facing cheaters in gett… https://t.co/azR7WnDrJe"
"489",2,"RT @RaoNarbir: Scamgress is definitely going to be history in North-East and @BJP4India will have a clean sweep victory #NagalandElection20…"
"490",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"491",-1,"@siddaramaiah @narendramodi @BJP4India How the congress issued 11000 crore to stupid person that which he did not h… https://t.co/uzxmFarIVc"
"492",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"493",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"494",-1,"RT @BJP4India: PM @narendramodi flagging off #RunforNewIndia Marathon in Surat. https://t.co/vLA8ZUxjWb https://t.co/e88t7YnR2t"
"495",2,"@ManojTiwariMP @AmitShah @BJP4India @narendramodi @RSSorg @vhporg @BJP4Delhi Happy Birthday to the great freedom fi… https://t.co/cOs5zWArld"
"496",0,"@dutta_h11 @amitsaraf21 @gallerygrandeur @RSSorg @BJP4India Let us agree to disagree and enjoy our lives"
"497",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"498",-1,"RT @NewsX: In my opinion, it’s a murder: BJP MP Subramanian Swamy on Sridevi’s demise
#SrideviDeathMystery #Sridevi @Swamy39 @BJP4India @sw…"
"499",0,"BJP Parliamentary board meeting scheduled to take place on 3rd March at Party Headquarters in Delhi @BJP4India"
"500",0,"Sir despite of several meetings with u there has been no distribution of kerosene in the state of Uttrakhand since… https://t.co/Q2anz59bPD"
"501",-1,"RT @NewsX: In my opinion, it’s a murder: BJP MP Subramanian Swamy on Sridevi’s demise
#SrideviDeathMystery #Sridevi @Swamy39 @BJP4India @sw…"
"502",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"503",0,"RT @abpnewstv: #Sridevi has been murdered, could be Bollywood-underworld links: @BJP4India leader @Swamy39
https://t.co/4GLwWy5zNy"
"504",0,"@sagarikaghose @Inc @BJP4India He is not an MLA, not even MLC."
"505",0,"@sagarikaghose @Inc @BJP4India He has been condemned severely and Waite on he will be punished as well!"
"506",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"507",0,"@HridayN90632927 @AmitShah @myogiadityanath @BJP4India @BJP4UP @DrMNPandeyMP jb so kr jagenge"
"508",0,"@NewsX @Swamy39 @BJP4India @swamy_sena I agree to it blindly sir."
"509",0,"RT @csatvictim: @BJP4India carrying forward bjps stance to resolve youth grievance,(railways, kashmir IAS aspirants issue)request you2liste…"
"510",0,"RT @harsha_nanaiah: @BJP4India @BJP4Karnataka @mepratap @prashantmakanur Question ??? https://t.co/TpmuocTazT"
"511",0,"RT @csatvictim: @PMOIndia @rammadhavbjp @BJP4India 
#upscstopinjustice #csatvictim please help.. https://t.co/pBaV7wXiBg"
"512",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"513",0,"RT @samipyachand: @PMOIndia @narendramodi @BJP4India @DrJitendraSingh . A section of youth who has become the victim of the system &amp; the up…"
"514",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"515",0,"RT @csatvictim: @rammadhavbjp carrying forward @BJP4India stance to resolve youth issues(railways, kashmir IAS aspirants)request you2listen…"
"516",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"517",0,"RT @rajeshNworld: Ensure your vote for Development and Development i.e BJP @BJP4India @BJP4Nagaland @BJP4Meghalaya @himantabiswa"
"518",2,"RT @BJP4India: I admire the spirit of entrepreneurship of the Korean people. I admire the way in which they have created and sustained thei…"
"519",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"520",1,"RT @BJP4India: If you see around the globe, there are very few countries where you have three important factors of economy together. They a…"
"521",-2,"@OfficeOfRG A weak and timid opposition encourages @BJP4India to rule like a #Taliban - you are part of it because… https://t.co/J2TjAfHhDI"
"522",1,"RT @BJP4India: I would like to personally invite to India those who are not yet present here. There are very few countries in the world whe…"
"523",0,"@ThinkersPad @BJP4India No, piyushji, gafil mat rahana. Bjp has NOT yet done anything for Hindus. Whereas Shivsaini… https://t.co/u66Pe7o5zF"
"524",-2,"RT @noconversion: More missionaries are coming now @BJP4India  can not blame this on Congress ..BJP has gone Soft on real Hindu issues @sam…"
"525",1,"@rafiqwani66 @Prof_HariOm @narendramodi @BJP4India Land for amarnath shrine board in Kashmir is clear example jihad… https://t.co/4FPX0kI8Sf"
"526",0,"RT @BJP4India: We are on a de-regulation and de-licensing drive. Validity period of industrial licenses has been increased from three years…"
"527",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"528",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"529",-2,"@balajinodo78 @Sanju_Verma_ @INCIndia When investigation ends it wud B dumped at Nehrus feet. when in opposition… https://t.co/XP7ySsKVuv"
"530",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"531",0,"@sagarikaghose @Inc @BJP4India Rightly Condemned? I dint see any major mainstream media giving the coverage that ne… https://t.co/jDZYQXT90p"
"532",0,"RT @nehabhargavecce: @GaneshPratap79 @ChouhanShivraj @BJP4MP @ChitnisArchana @RSSorg @BJP4India @CMMadhyaPradesh @ChitnisArchana @Manekagan…"
"533",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"534",-2,"RT @polysmind: Hey @BJP4India @AmitShah
<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Thnx for this Satire n a laughter day
#PNBScam #Rotomac blah blah https://t.co/W2dAdPqCrl"
"535",0,"@KirtiAzadMP @NitishKumar @SushilModi @BJP4India Law should take the own course and should not do any disparity on the basis of power"
"536",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"537",0,"@2019BJP_Mission @BJP4India @AmitShah Really hahahaha..see who is talking about youth..6 lakh permanent job has bee… https://t.co/OwQLhYbhzf"
"538",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"539",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"540",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"541",0,"RT @nehabhargavecce: @GaneshPratap79 @ChouhanShivraj @BJP4MP @ChitnisArchana @RSSorg @BJP4India @CMMadhyaPradesh @ChitnisArchana @Manekagan…"
"542",0,"#11thbps #eleventhbps @FinMinIndia @arunjaitley @PmoIndia @BJP4India @abpnewstv @ZeeNews @narendramodi why wont we… https://t.co/TE7uXpVsmk"
"543",-2,"@sagarikaghose @Inc @BJP4India 9 kids are killed and MLA is still at large. If proved guilty wondering what would b… https://t.co/AyZIQPRsHi"
"544",0,"Footpath Encroachment at Byappanahalli Metro
@kumaran4kp @swachhbharat @PMOIndia @OfficeOfRG @INCIndia @BJP4India… https://t.co/3BVzho8aKi"
"545",0,"You want a corruption free country by selecting govt employees by corruption
Cancel the whole exam #sscscam.
Shame… https://t.co/Hhq7uLmet4"
"546",-1,"@NitishKumar @BJP4India @AmitShah -won’t you speak and act against the killing of school children by your… https://t.co/89z6E5Y96S"
"547",0,"@spartanjhon_117 @Pragati51431901 @shakunir @Devarshi_21 @mthakur121 @jyotsnavarma9 @romy1965 @cpraghav… https://t.co/zsHbML816y"
"548",0,"RT @BJP4India: BJP National President Shri @AmitShah interacts with leaders of OBC community in Gulbarga, Karnataka. Watch LIVE at https://…"
"549",0,"RT @AnkitLal: .@BJP4India one day runs a hashtag declaring @ArvindKejriwal as Naxalite. The next day they run a hashtag declaring him as Co…"
"550",0,"RT @SMedia4: How long can @BJP4India survive in SM warfare with only lion hearted supporters, if media and IT cells are same washed out fac…"
"551",-3,"If I'm liable for penalty, then you are liable to pay me a compensation.
Message from One Citizen (BharatWaasi)… https://t.co/BrbAX7b7tx"
"552",-1,"Rats abandon a sinking ship.@BJP4India @KailashOnline @BJP4Bengal @DilipGhoshBJP @shivprakashbjp @RoopaSpeaks https://t.co/BXWAFeJRqm"
"553",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"554",0,"RT @BJP4India: From Princess to Poetry and from Buddha to Bollywood; India &amp; Korea have so much in common : PM @narendramodi - Watch at htt…"
"555",-2,"One of the brutal Riots in history! 16 yrs its been.. 
59 Hindus roasted by Muslims!
254 Hindus have been killed by… https://t.co/ibnaQi1lAD"
"556",-2,"RT @noconversion: More missionaries are coming now @BJP4India  can not blame this on Congress ..BJP has gone Soft on real Hindu issues @sam…"
"557",0,"@BJP4India asks for probe into the presence of policemen at Kolkata ATC tower before the arrival of a flight with C… https://t.co/sGgVHCEDU1"
"558",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"559",0,"@rafiqwani66 @Prof_HariOm @narendramodi @BJP4India Denied land in Kashmir to build amarnath shrine board. Govt and… https://t.co/N5yt4TEaWa"
"560",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"561",-2,"RT @noconversion: More missionaries are coming now @BJP4India  can not blame this on Congress ..BJP has gone Soft on real Hindu issues @sam…"
"562",0,"RT @abpnewstv: #Sridevi has been murdered, could be Bollywood-underworld links: @BJP4India leader @Swamy39
https://t.co/4GLwWy5zNy"
"563",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"564",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"565",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"566",0,"@BJP4India @BJP4Karnataka @mepratap @prashantmakanur Question ??? https://t.co/TpmuocTazT"
"567",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"568",0,"@BJP4India @narendramodi Some correction- I think-i"
"569",0,"@siddarthsahu1 @KoradaRavi3 @kathimahesh @ysjagan @ncbn @INCIndia @JaiTDP @BJP4India @JanaSenaParty… https://t.co/cCQEYc9k1P"
"570",0,"@BJP4India @narendramodi @AmitShah @AmitShahOffice @BSYBJP @BJP4Karnataka Babbar sher"
"571",0,"@BJP4India Incredible India!"
"572",-2,"RT @noconversion: More missionaries are coming now @BJP4India  can not blame this on Congress ..BJP has gone Soft on real Hindu issues @sam…"
"573",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"574",-2,"RT @palsatish01: #sscscam shame on this 
it was peaceful protest all r maintain the decorum then why the hell use of lathi  @BJP4India @nar…"
"575",1,"RT @DebDip00: @ThinkersPad @BJP4India <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F> well articulated to the point. Need at least 3 back to back Government of BJP for bigger goals to…"
"576",0,"Feb 27, 2002. A black day for Hindus. 

Will the dreams of those 59 #Karsevaks , of building #RamMandir , become a… https://t.co/jzsP37fQgK"
"577",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"578",0,"@BJP4India Jai hind"
"579",0,"RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…"
"580",0,"RT @BJP4India: BJP National President Shri @AmitShah addresses Schedule Caste Convention at N.V. Grounds, Gulbarga, Karnataka. Watch LIVE a…"
"581",-1,"@TOIIndiaNews so what do you bastards expect that @BJP4India should get him lynched? Spell out jokers @SushilModi"
"582",0,"RT @sambitswaraj: Sharing the video of @BJP4India President Sh @AmitShah Ji's interaction with OBC community in Gulbarga in Karnataka! http…"
"583",0,"RT @BJP4India: We started off with 10 party members and now we are the largest political party in the world with 11 crore party members : S…"
"584",0,"RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…"
"585",-1,"@BJP4India @narendramodi Sorry sir you have missing one sentence.we are largest youth power whose unemployed. I une… https://t.co/qVFWsxeLmr"
"586",0,"@Harishr41768370 @narendramodi @AmitShah @BJP4India @BJP4Telangana @drlaxmanbjp @kishanreddybjp @amarhindu… https://t.co/VQGOzpLDiq"
"587",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"588",-3,"RT @BJP4India: Siddaramaiah Govt in Karnataka has miserably failed on all fronts &amp; have become synonymous with corruption and misgovernance…"
